Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError,measureTreeSize,measureNumLeaves,measureNumRules
kc1-class-level-numericdefect,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,96.0,49.0,37.0,12.0,0.0,75.51020408163265,24.489795918367346,0.0,0.47686832740213514,0.24795918367346936,0.475731922071669,51.12494632889651,96.77224124841322,47.81593185850601,9675.018677809745,-9627.20274595124,0.9758353440511431,197.44936077162745,-196.4735254275763,23.16602328310829,0.47277598536955695,48.44833590540444,0.6,12.0,0.13793103448275862,4.0,0.8620689655172413,25.0,0.4,8.0,0.75,0.6,0.6666666666666665,0.4842881427669486,0.7482758620689656,0.6375396825396825,0.7551020408163265,0.2930330752990852,0.7069669247009148,0.24489795918367346,0.7544836116264687,0.7551020408163265,0.7493965328066711,0.48428814276694865,0.7482758620689656,0.707760225801175,0.7365591397849461,0.7551020408163265,0.021,0.0,0.01,0.01,10.0,10.0,13183.0,82505.0,45422.0,81.63265306122449,61.224489795918366,'Number of leaves: 14\nSize of the tree: 27\n',?,27.0,14.0,14.0
kc1-class-level-numericdefect,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,95.0,50.0,36.0,14.0,0.0,72.0,28.0,0.0,0.4327390599675851,0.2828333333333333,0.48827502496031877,58.19862819968887,98.91769674751204,49.08134170594429,4332.038402514361,-4282.957060808417,0.9816268341188858,86.64076805028722,-85.65914121616834,20.310261755440557,0.4062052351088111,41.380820184426135,0.7142857142857143,15.0,0.27586206896551724,8.0,0.7241379310344828,21.0,0.2857142857142857,6.0,0.6521739130434783,0.7142857142857143,0.6818181818181819,0.4341670042753564,0.7824302134646962,0.6964130434782608,0.72,0.2815763546798029,0.718423645320197,0.28,0.7250241545893721,0.72,0.7213636363636364,0.4341670042753564,0.7824302134646962,0.7447601449275362,0.7159090909090909,0.72,0.011,0.001,0.01,0.0,10.0,0.0,11727.0,81716.0,46211.0,82.0,62.0,'Number of leaves: 10\nSize of the tree: 19\n',?,19.0,10.0,10.0
kc1-class-level-numericdefect,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,95.0,50.0,33.0,17.0,0.0,66.0,34.0,0.0,0.2881072026800671,0.34,0.5781868210189506,69.96181586762836,117.13257017314889,49.08134170594427,15049.187786028993,-15000.10644432305,0.9816268341188854,300.9837557205799,-300.002128886461,14.316212925467692,0.28632425850935384,29.168340611466714,0.5238095238095238,11.0,0.2413793103448276,7.0,0.7586206896551724,22.0,0.47619047619047616,10.0,0.6111111111111112,0.5238095238095238,0.5641025641025642,0.2904079886195303,0.6510673234811166,0.5412698412698412,0.66,0.37756978653530376,0.6224302134646962,0.34,0.6554166666666668,0.66,0.6552837326607819,0.2904079886195304,0.6510673234811166,0.6157070175438597,0.6427070197562001,0.66,0.008,0.0,0.01,0.0,10.0,0.0,11727.0,81716.0,46211.0,66.0,50.0,'Number of leaves: 10\nSize of the tree: 19\n',?,19.0,10.0,10.0
kc1-class-level-numericdefect,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,96.0,49.0,29.0,20.0,0.0,59.183673469387756,40.816326530612244,0.0,0.13580246913580238,0.4149659863945579,0.6265570174733699,85.22954091816369,126.50247750813085,48.336824505438585,18266.754887502164,-18218.418062996727,0.9864658062334405,372.79091607147274,-371.8044502652393,6.702756351354207,0.13679094594600422,13.866770148709398,0.38095238095238093,8.0,0.25,7.0,0.75,21.0,0.6190476190476191,13.0,0.5333333333333333,0.38095238095238093,0.4444444444444444,0.14061024795535124,0.5943877551020408,0.4670913439599862,0.5918367346938775,0.46088435374149667,0.5391156462585034,0.40816326530612246,0.5815126050420169,0.5918367346938775,0.5775729646697388,0.14061024795535124,0.5943877551020408,0.566528543169726,0.5609318996415771,0.5918367346938775,0.007,0.001,0.01,0.0,10.0,0.0,12091.0,82505.0,45422.0,65.3061224489796,56.12244897959184,'Number of leaves: 11\nSize of the tree: 21\n',?,21.0,11.0,11.0
kc1-class-level-numericdefect,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,95.0,50.0,39.0,11.0,0.0,78.0,22.0,0.0,0.5513866231647635,0.231,0.44799553569204237,47.532880780653365,90.75763510006686,49.0813417059443,6460.865647613375,-6411.78430590743,0.981626834118886,129.2173129522675,-128.2356861181486,25.68383615373595,0.513676723074719,52.32912398282166,0.7619047619047619,16.0,0.20689655172413793,6.0,0.7931034482758621,23.0,0.23809523809523808,5.0,0.7272727272727273,0.7619047619047619,0.7441860465116279,0.5518457444938683,0.7972085385878489,0.7345408976987923,0.78,0.22499178981937604,0.7750082101806239,0.22,0.7818831168831168,0.78,0.7806283149734802,0.5518457444938683,0.7972085385878489,0.7668491387754546,0.7756017951856385,0.78,0.01,0.001,0.01,0.0,10.0,0.0,12455.0,81716.0,46211.0,88.0,62.0,'Number of leaves: 12\nSize of the tree: 23\n',?,23.0,12.0,12.0
kc1-class-level-numericdefect,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,96.0,49.0,31.0,18.0,0.0,63.265306122448976,36.734693877551024,0.0,0.28409090909090917,0.3688997338065661,0.5835473143422709,76.06082102787164,118.70378854855673,47.815931858506026,10768.89909159262,-10721.083159734115,0.9758353440511434,219.773450848829,-218.79761550477787,10.99153271912109,0.22431699426777732,22.98717664155654,0.75,15.0,0.4482758620689655,13.0,0.5517241379310345,16.0,0.25,5.0,0.5357142857142857,0.75,0.6250000000000001,0.29966456342836506,0.6508620689655172,0.5115646258503401,0.6326530612244898,0.3309289232934553,0.6690710767065448,0.3673469387755102,0.6695821185617105,0.6326530612244898,0.6338775510204082,0.29966456342836506,0.6508620689655172,0.6245202637039372,0.6325000000000001,0.6326530612244898,0.008,0.0,0.0,0.0,0.0,0.0,12091.0,82505.0,45422.0,79.59183673469387,66.3265306122449,'Number of leaves: 11\nSize of the tree: 21\n',?,21.0,11.0,11.0
kc1-class-level-numericdefect,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,95.0,50.0,30.0,20.0,0.0,60.0,40.0,0.0,0.18962722852512157,0.39555555555555555,0.6091128947235631,81.39348512704478,123.39776053497967,49.08134170594427,13987.426860128553,-13938.34551842261,0.9816268341188854,279.7485372025711,-278.7669103684522,8.601228379838448,0.17202456759676896,17.524436131697573,0.5714285714285714,12.0,0.3793103448275862,11.0,0.6206896551724138,18.0,0.42857142857142855,9.0,0.5217391304347826,0.5714285714285714,0.5454545454545454,0.19025295692965058,0.6050903119868637,0.4856277056277056,0.6,0.4078817733990147,0.5921182266009852,0.4,0.6057971014492753,0.6,0.601948051948052,0.1902529569296506,0.6050903119868637,0.5800683982683982,0.5941558441558441,0.6,0.007,0.0,0.01,0.0,10.0,0.0,11363.0,81716.0,46211.0,74.0,65.0,'Number of leaves: 9\nSize of the tree: 17\n',?,17.0,9.0,9.0
kc1-class-level-numericdefect,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,97.0,48.0,31.0,17.0,0.0,64.58333333333333,35.416666666666664,0.0,0.24444444444444452,0.3446180555555556,0.560986905257485,70.95428942807625,113.78742008231579,47.03460980788755,8620.914615168866,-8573.880005360978,0.9798877043309906,179.60238781601802,-178.62250011168703,13.002965803126324,0.27089512089846507,27.64552710490599,0.45,9.0,0.21428571428571427,6.0,0.7857142857142857,22.0,0.55,11.0,0.6,0.45,0.5142857142857143,0.2507132682112035,0.7196428571428571,0.5966666666666667,0.6458333333333334,0.41011904761904766,0.5898809523809524,0.3541666666666667,0.6388888888888888,0.6458333333333334,0.6350507416081186,0.2507132682112035,0.7196428571428571,0.6812225877192982,0.6177985948477751,0.6458333333333334,0.009,0.0,0.01,0.0,10.0,0.0,13547.0,83294.0,44633.0,83.33333333333333,64.58333333333333,'Number of leaves: 15\nSize of the tree: 29\n',?,29.0,15.0,15.0
kc1-class-level-numericdefect,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,95.0,50.0,33.0,17.0,0.0,66.0,34.0,0.0,0.29752066115702486,0.348888888888889,0.56916659888292,71.79088294913498,115.30519921982281,49.08134170594429,12909.545007115606,-12860.463665409663,0.9816268341188858,258.1909001423121,-257.20927330819325,13.66594117351016,0.2733188234702032,27.84345476002964,0.5714285714285714,12.0,0.27586206896551724,8.0,0.7241379310344828,21.0,0.42857142857142855,9.0,0.6,0.5714285714285714,0.5853658536585366,0.2977750001912791,0.6050903119868637,0.5315684798293493,0.66,0.36443349753694576,0.6355665024630541,0.34,0.6579999999999999,0.66,0.6587350144687888,0.2977750001912791,0.6050903119868637,0.6220367835063487,0.6486151302190988,0.66,0.009,0.0,0.0,0.01,0.0,10.0,12091.0,81716.0,46211.0,70.0,54.0,'Number of leaves: 11\nSize of the tree: 21\n',?,21.0,11.0,11.0
kc1-class-level-numericdefect,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.02207261713E7,96.0,49.0,37.0,12.0,0.0,75.51020408163265,24.489795918367346,0.0,0.48511383537653224,0.2546161321671526,0.4874281392564043,52.497495348504366,99.15145756453953,47.81593185850601,10746.866849608845,-10699.050917750339,0.9758353440511431,219.32381325732337,-218.34797791327222,22.540844903077332,0.46001724291994556,47.14086712725546,0.65,13.0,0.1724137931034483,5.0,0.8275862068965517,24.0,0.35,7.0,0.7222222222222222,0.65,0.6842105263157895,0.48690997620600607,0.7422413793103448,0.6223506069094304,0.7551020408163265,0.2775158339197748,0.7224841660802254,0.24489795918367346,0.7529807621973521,0.7551020408163265,0.7527389903329753,0.48690997620600607,0.7422413793103448,0.6981341409993055,0.7421052631578947,0.7551020408163265,0.008,0.0,0.01,0.0,10.0,0.0,13183.0,82505.0,45422.0,79.59183673469387,56.12244897959184,'Number of leaves: 14\nSize of the tree: 27\n',?,27.0,14.0,14.0
kc1-class-level-numericdefect,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02207261713E7,96.0,49.0,36.0,13.0,0.0,73.46938775510205,26.53061224489796,0.0,0.4096385542168675,0.2656120506203824,0.5150408255375117,54.76466582563659,104.76836367139843,47.81593185850601,1659.3001134400047,-1611.4841815814987,0.9758353440511431,33.86326762122459,-32.887432277173446,21.28744674999739,0.4344376887754569,44.51956894407057,0.45,9.0,0.06896551724137931,2.0,0.9310344827586207,27.0,0.55,11.0,0.8181818181818182,0.45,0.5806451612903226,0.4488385348407896,0.8181034482758621,0.7503836020067294,0.7346938775510204,0.3536593947923997,0.6463406052076003,0.2653061224489796,0.7544673371741041,0.7346938775510204,0.7140007664115235,0.4488385348407896,0.809429978888107,0.7905671660048417,0.693307655272027,0.7346938775510204,0.002,0.004,0.0,0.0,0.0,0.0,20743.0,82505.0,45422.0,73.46938775510205,50.0,?,?,?,?,?
kc1-class-level-numericdefect,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02207261713E7,95.0,50.0,29.0,21.0,0.0,58.0,42.0,0.0,0.12060301507537685,0.4203912246329594,0.6467707613320801,86.50392191217027,131.02671806694082,49.08134170594429,3545.903751585972,-3496.8224098800274,0.9816268341188858,70.91807503171944,-69.93644819760055,6.106309718606672,0.12212619437213344,12.441203737238363,0.42857142857142855,9.0,0.3103448275862069,9.0,0.6896551724137931,20.0,0.5714285714285714,12.0,0.5,0.42857142857142855,0.4615384615384615,0.12156613477096617,0.7044334975369458,0.5433083728406544,0.58,0.4617733990147783,0.5382266009852217,0.42,0.5725,0.58,0.5741740226986128,0.12156613477096617,0.6711001642036125,0.6388622177464086,0.5586380832282472,0.58,0.002,0.004,0.0,0.0,0.0,0.0,20743.0,81716.0,46211.0,58.0,51.0,?,?,?,?,?
kc1-class-level-numericdefect,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02207261713E7,95.0,50.0,30.0,20.0,0.0,60.0,40.0,0.0,0.10873440285204981,0.4000003229562418,0.6324555106560651,82.30808512251902,128.1266483258154,49.08134170594427,2420.6751260986734,-2371.593784392729,0.9816268341188854,48.41350252197347,-47.43187568785458,8.181166902928936,0.16362333805857873,16.668588548259084,0.23809523809523808,5.0,0.13793103448275862,4.0,0.8620689655172413,25.0,0.7619047619047619,16.0,0.5555555555555556,0.23809523809523808,0.33333333333333326,0.12867909730130922,0.6995073891625616,0.5709328542722449,0.6,0.49983579638752057,0.5001642036124795,0.4,0.5869918699186992,0.6,0.5542857142857143,0.12867909730130922,0.6452216748768472,0.6151954955674956,0.5238095238095238,0.6,0.002,0.004,0.0,0.0,0.0,0.0,20743.0,81716.0,46211.0,60.0,50.0,?,?,?,?,?
kc1-class-level-numericdefect,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02207261713E7,96.0,49.0,38.0,11.0,0.0,77.55102040816327,22.448979591836736,0.0,0.5217391304347825,0.2352850155824441,0.4775206497312696,48.32500619447805,96.41188841184024,48.336824505438585,1737.4064716355012,-1689.0696471300625,0.9864658062334405,35.45727493133676,-34.470809125103315,24.855138507147,0.507247724635653,51.42071032065923,0.5714285714285714,12.0,0.07142857142857142,2.0,0.9285714285714286,26.0,0.42857142857142855,9.0,0.8571428571428571,0.5714285714285714,0.6857142857142857,0.5477225575051662,0.8452380952380952,0.781777947730857,0.7755102040816326,0.2755102040816326,0.7244897959183674,0.22448979591836735,0.7918367346938775,0.7755102040816326,0.7655328798185942,0.5477225575051662,0.8258017492711369,0.7948289551862955,0.7555555555555555,0.7755102040816326,0.001,0.004,0.0,0.0,0.0,0.0,20743.0,82505.0,45422.0,77.55102040816327,52.04081632653061,?,?,?,?,?
kc1-class-level-numericdefect,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02207261713E7,95.0,50.0,33.0,17.0,0.0,66.0,34.0,0.0,0.2685025817555939,0.35152869820252447,0.5861812465092764,72.33407663480031,118.75212906086162,49.0813417059443,2649.3476080868354,-2600.266266380891,0.981626834118886,52.98695216173671,-52.00532532761782,13.281194178200526,0.2656238835640105,27.059558106155084,0.42857142857142855,9.0,0.1724137931034483,5.0,0.8275862068965517,24.0,0.5714285714285714,12.0,0.6428571428571429,0.42857142857142855,0.5142857142857143,0.281579273329307,0.7553366174055829,0.6354359401192464,0.66,0.40384236453201966,0.5961576354679803,0.34,0.6566666666666667,0.66,0.6443076923076925,0.281579273329307,0.744384236453202,0.7130876968477794,0.6263736263736264,0.66,0.001,0.004,0.0,0.01,0.0,10.0,20743.0,81716.0,46211.0,66.0,53.0,?,?,?,?,?
